# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-13
# Selected columns: 9 (all)
# Timestamp: Fri, 17-May-2019 13:38:17
Gene ID	Gene Name	brain	brown adipose tissue	heart	kidney	ling	liver	pancreas	spleen	testis
ENSMUSG00000000555	Itga5	2.26657328209858	3.08860745694043	29.8687079952509	0.835979766271775	22.7166593724568	22.6923673157481	2.4569891178387	2.62806211857266	0.672429320401191
ENSMUSG00000000561	Wdr77	72.4947647745044	1.57177324190929	2.32734800853926	41.1433433656663	16.8284358317279	21.5380847205475	34.3715038208719	107.742151288703	468.907076734862
ENSMUSG00000000563	Atp5f1	1494.18529748678	382.797903513824	2363.54542635993	2867.52701315773	359.150965021277	1558.12807650321	526.786666718517	200.852461167994	229.271837071632
ENSMUSG00000000579	Dynlt1c	21.4852838137935	15.4247242757428	15.1623393469637	34.0329496400126	56.8134488706631	15.4846217439896	28.6419458183736	139.270470158826	235.741869357734
ENSMUSG00000000594	Gm2a	11.7233226205641	23.101968525845	1.03839882799752	252.542316409326	37.7072429786237	85.967715037765	21.8496435932071	135.537383371119	161.654324214949
ENSMUSG00000000628	Hk2	34.2070772743501	1600.51389361731	376.861825858766	20.2049000040449	31.1580902507575	0.661500586070955	3.73021423942957	10.4352942205092	163.226428551133
ENSMUSG00000000673	Haao	0.335306818463671		0.360222690247651	339.918365904729	0.454411368335695	1494.22572370289	1.26117709064015	9.76457779765554	7.08184761982281
ENSMUSG00000000686	Abhd15		1.13510492945189	0.329192161906221	0.136203205435567		0.737907240799782			
ENSMUSG00000000711	Rab5b	276.395556393592	40.7117579411886	158.775302635818	144.555646026262	194.733553631471	65.4775368469321		24.4478459628157	47.7119477364677
ENSMUSG00000000738	Spg7	4.54648915894093	31.7151152573539	31.0684772472103	18.3186765680582	2.75160637199992	2.00229929224609	3.71933504730242	4.799417470138	16.8935948270272
ENSMUSG00000000740	Rpl13	77.778061665407	186.047244197488	158.439600776998	663.34823509933	314.888555400436	915.98486581034	30.0400568727298	479.78684714709	107.737388497433
ENSMUSG00000000743	Chmp1a	10.8403022878686		1.99331006327963	4.57263664669854	6.98636430115903	3.59300503880436		5.1265659886292	12.0927173614012
ENSMUSG00000000751	Rpa1	4.69436958401775	1.85952447445227	10.7518007513788	9.59470384020727	12.380845473699	3.3441975587135	6.71812591520867	129.592326486795	60.0350890547249
ENSMUSG00000000753	Serpinf1	0.73578850597436	0.791897596836609	1.829691896437	22.1339675653414	28.2509640536495	0.744939312436471	4.79403739024259	11.5322950765484	19.0343809483585
ENSMUSG00000000759	Tubgcp3	5.29237726788106	0.857393534761935	1.9929889571538	1.48736194011034	1.8814230350315	0.638051823558795	42.5983309252829	2.96853202560091	9.33954835965733
ENSMUSG00000000787	Ddx3x	21.1702503267878	24.5993263172299	42.3538979967842	43.5733409779332	77.5975368665361	22.5404745683956	274.789511889139	129.768912334844	85.6200939194157
ENSMUSG00000000805	Car4	5.57905774105631	7.29417919210475	8.90894350378287	16.1502877815464	152.597062733588	0.884199902012505	12.1249045810421	2.51297151760724	9.10061120242497
ENSMUSG00000000826	Dnajc5	2644.42815268961	26.6904564932273	93.0594744117088	79.1923887922928	241.35341767777	46.2838169542088	3.41750489878321	43.8025843082115	64.8876132693013
ENSMUSG00000000827	Tpd52l2	296.872733048967	74.2172391332775	217.893859547451	309.170132538467	342.462352698202	95.6668596624785	2.35260281982535	88.7049576700628	97.3456085712461
ENSMUSG00000000876	Pxmp4	3.37122893859352	7.98016296300685	1.25891116204378	57.415455604533	12.9933626503135	158.492666223139	4.05128527319844	0.248762989941351	9.62842962576486
ENSMUSG00000000881	Dlg3	38.8825448491475	0.385758147550318		0.0840285817249879			0.643895325773112		0.160803004177304
ENSMUSG00000000915	Hip1r	38.0023042236902	8.32875647472783	7.18431169342378	4.0723557491419	32.5352766370581	28.3430843712956	17.6018135762902	8.97582767636898	4.20659932468061
ENSMUSG00000000958	Slc7a7				189.031310249355	3.69043854128109	2.21461671333492		6.96212940914093	1.83873777197483
ENSMUSG00000000959	Oxa1l		3.91303757557548	19.4108653063351	81.4081657780108	4.05397966377835	28.6755095759391	14.7651316621463	19.1496509218719	27.0203304481603
ENSMUSG00000000976	Heatr6			0.267963062003915		0.664627744462934	1.11802267672482	0.392051019097586	0.752689432316504	0.71068196742604
ENSMUSG00000001016	Ilf2	19.3152590297714		2.9988393005787	48.4917600097077	60.4548740099864	14.200949030674	100.94271901773	169.96542774605	267.445027559633
ENSMUSG00000001018	Snapin	15.8652717194265	5.72270757622538	3.17019320590721	5.93672435353119	10.5817829956997	11.3574349724927	3.22891725013291	15.8369623724151	50.9373155857587
ENSMUSG00000001020	S100a4	0.832281409906068	10.6840248740688	23.6088900295535	14.57457606182	68.0384200061657	3.01432947102881	4.29507807859309	100.468053548009	4.35092644839603
ENSMUSG00000001021	S100a3				1.78599414889837					
ENSMUSG00000001025	S100a6	10.9018264747426	0.836753696428888	91.6436883114648	74.0402745315559	1232.88251145658	21.7636224363133	112.725513466179	162.022162581169	93.5770985379376
ENSMUSG00000001029	Icam2	0.411730236134953		13.4619364533717	13.2790822323772	187.676225140974		2.36047000421481	12.8114581758383	0.883272916391268
ENSMUSG00000001036	Epn2	21.8522051692473	1.14118053948312	2.42846724670927	0.274591894030875	29.4880262355798		0.673071341023181	0.132448680028925	17.69270056903
ENSMUSG00000001039	B9d1				1.02760985402098	0.407562975544071			0.0986836070835114	1.41285073447563
ENSMUSG00000001054	Rmnd5b				0.631171864222741					4.28537480549736
ENSMUSG00000001056	Nhp2	1.68468790021733			4.43220312484981	2.40809158429035	2.46334747991702	8.70560146868415	30.8349870667296	2.08896910837328
ENSMUSG00000001082	Mfsd10					1.42791375384841			1.33433843181199	
ENSMUSG00000001095	Slc13a2				4.45167772726335					
ENSMUSG00000001098	Kctd10			0.173029495476007		0.535418794639054			0.16547023361413	0.388655974519527
ENSMUSG00000001100	Poldip2	9.71767119123271	31.7780258293084	22.6919860829831	63.2859663098581	15.4344104852454	40.3027203875848	2.78835492432292	26.9615609997831	61.5163859202271
ENSMUSG00000001105	Ift20	0.527088086523831			2.39256309873868	2.15857427788156	4.49541161356349	31.1792251723242	0.206428856369549	33.6038720726149
ENSMUSG00000001119	Col6a1		4.46234166549131	12.4090002753139	0.17429120006702	27.2628779258365	0.276731197280911	3.12498050551325	0.290957713633114	1.3146084021314
ENSMUSG00000001120	Pcbp3	51.2893048226983			1.04507208085179	13.2390310515378		0.105609083244166	2.62502608118515	134.219117135109
ENSMUSG00000001127	Araf	35.6599375908944	0.596056124553314	2.83300258232126	2.08397720427262	4.63011265857135	3.49123178384427	5.42745812194287	8.51701427117441	2.740001918495
ENSMUSG00000001143	Lman2l	12.1904987504121		14.1552337705015	17.2140338422681	8.18794438842044	7.32869720390953	1.99929880772936	22.953372048799	7.09887402057571
ENSMUSG00000001150	Mcm3ap	0.0232754152752499			0.00374561519753699			0.0193240526274923	0.0487748700295976	0.0640930479008327
ENSMUSG00000001155	Ftcd	0.453611158525132			0.14503385570775		357.970803061862	2.32576448222243		
ENSMUSG00000001158	Snrnp27								3.90657463842242	
ENSMUSG00000001173	Ocrl	11.6699522415891	1.00057972010789	0.131090116296202	0.443653081427504	2.2718463546762	0.0395304710660284	0.331608565316818	0.655536235916086	1.45155741885389
ENSMUSG00000001211	Agpat3	7.19054668399877	204.33009055388	70.0361651898026	84.4483675992353	32.6796105814739	41.7270345336342	3.22675939384323	3.92330382402709	27.9329455285157
ENSMUSG00000001229	Dpp9	3.30840755500825	3.48994243446444	4.79411445862008	5.16250071535746	7.44703014041941	8.18891134884853	3.99572047373914	12.0211590558846	3.38342960294708
ENSMUSG00000001240	Ramp2			0.929456276943696		374.486446615454			8.71776449843037	
ENSMUSG00000001270	Ckb	14453.5510700089	349.058877595712	269.571511779656	148.115170578514	916.430338324971	84.8349122250184	895.240628181648	556.67914098186	260.92959153819
ENSMUSG00000001280	Sp1		2.30709441341962	1.22507825296784		6.95749751227588	1.19573346110263	2.11231653090143	17.536833509689	1.25762671427836
ENSMUSG00000001285	Myg1	20.8515105634643	3.13738469492166	2.57894925385891	80.0644182114768	28.0720501017175	44.6370336327442	56.7875846901204	130.571293644401	168.72595599432
ENSMUSG00000001289	Pfdn5	157.34625479227	15.687569816101	14.5364743162579	31.0641546943045	71.8692834475347	44.8134747029011	187.409818758846	105.892646880188	83.2818015493508
ENSMUSG00000001300	Efnb2	14.829552802441				8.89036958457726				0.999279460187692
ENSMUSG00000001348	Acp5		1.39881225846702		1.67860253581128		75.2508378634507		19.8299711364616	0.517301783141521
ENSMUSG00000001349	Cnn1			9.46854390670406	22.4823465640724	222.779443205763	8.82972485872282	1.95052226451468	23.1219031037793	23.4294625293737
ENSMUSG00000001380	Hars	57.2119343784068	8.121065408412	24.0266199077905	84.5327575430272	55.8903130178372	28.5757820145461	500.083195133708	201.493746616173	154.809711112283
ENSMUSG00000001403	Ube2c	0.117129450468745	3.16065298865829		0.120982721727031	9.43252396328904	2.51939948365383	5.16896492057477	357.168112659573	0.0509066680644035
ENSMUSG00000001415	Smg5	0.539133484556405	0.097089110087727		0.0406889359760171	1.24731590589816	0.570978645729574	0.314718844316122	0.538896636283569	1.07220921007928
ENSMUSG00000001416	Cct3	377.44718019609	131.35813602984	263.812035540932	300.947522630529	270.117970016965	97.27784334652	325.328304407057	745.811878234587	1336.11842174923
ENSMUSG00000001418	Glmp		1.22684233198019		37.2246205911201	5.27420288552679	5.62335590408843		14.4595927576311	8.01432683438996
ENSMUSG00000001424	Snd1	63.0808229275084	115.785614999437	59.9271605194006	46.4079775514592	138.326043979477	707.733260685988	1763.28327604543	195.279163963774	99.1844598525592
ENSMUSG00000001440	Kpnb1	257.864174805017	230.37765270905	130.879937741114	172.802474904741	268.244635696735	97.8813229487959	120.898394163348	342.328705428769	880.491937601627
ENSMUSG00000001441	Npepps	436.580818845232	168.10911330386	171.517377538015	117.514078652709	117.13902372211	24.9656442921178	33.7902312828389	73.9275103859431	172.029077740382
ENSMUSG00000001445	Mrpl10	17.5119702873872	37.9079285459248	65.1611903704057	36.5581564196346	7.03207005022403	11.0487909555661		3.78110574638744	2.33375199653081
ENSMUSG00000001467	Cyp51	12.8513278178607	0.317965542854321	2.03254339356268	196.474936060752	2.58342725718377	73.6782109337911	12.7165168471298	7.06746131850363	178.340196952791
ENSMUSG00000001473	Tubb6	968.542658726859	24.3321718335871	26.36835930906	203.775748121116	349.709119490744	11.7714322081218	29.9398064659383	81.5795638014097	789.116920227732
ENSMUSG00000001507	Itga3	0.844678904188825	0.423375222424535	1.07301990665504	8.81031013188424	224.565575767909	2.00426827230436	1.38179226616548	1.1329066451425	2.37745309179658
ENSMUSG00000001508	Sgca		1.8396171564776	62.4930903794304		0.317354260284206				0.401210107341332
ENSMUSG00000001524	Gtf2h4	0.331433759711659			0.207977934553014		0.174983513490415	0.8525330557817	7.31654030417307	29.9295747901391
ENSMUSG00000001525	Tubb5	2092.74892279774	35.6168634015238	333.775222065773	778.767712070228	1617.23177760711	168.981959988121	1029.47727153559	2356.95637185708	2513.3805244739
ENSMUSG00000001552	Jup	27.7340656854609	52.543254411936	78.4958520320854	22.5083127006238	186.073516966524	36.4312453119676	28.6050824400915	10.6035154757561	24.9714868908947
ENSMUSG00000001555	Fkbp10	0.875533654533802	4.01843432831584	12.1833502432544	4.25195486028896	30.3011074557887	0.0903710704408119	4.75852267214158	5.58940679035824	41.3264799074385
ENSMUSG00000001558	Klhl10								0.10111863298819	3.30471087679951
ENSMUSG00000001576	Ergic1	92.1213510149639	6.50865883132929	16.0561820354064	72.2053342152582	101.641166440466	67.9170264256236	68.8221290390321	19.3943927112735	38.8270042769128
ENSMUSG00000001588	Acap1	0.145226731233342		0.303532863305922	0.902409798949063	4.50382045720754			18.9451830978149	0.967156317433888
ENSMUSG00000001627	Ifrd1							4.80257890472258		
ENSMUSG00000001630	Stk38l	3.18850951613017	2.05131554004808	2.37603937380126	1.33530857215487	4.06239914386927	0.291357906285224		1.56535609302306	3.22332468120065
ENSMUSG00000001642	Akr1b3	421.032989692418	250.444401585251	1422.61690328436	1816.69910537038	1323.72268772326	79.4189385062883	143.456983458394	1477.12512894513	7705.58143407071
ENSMUSG00000001663	Gstt1	31.5441177400719	36.7462374364072	57.9100302198777	591.010906356603	807.548419006314	2386.81296934025	14.8505468069461	40.5032171472916	36.3371769401471
ENSMUSG00000001665	Gstt3	2.61700170793852	30.5564404081354	22.931939933375	654.844325378752	326.525479668959	675.667014022685	17.0048066694783	5.80100000828389	160.910838048739
ENSMUSG00000001666	Ddt	412.545616924851	2159.47001649056	370.352128944242	1019.17085964178	679.361834622045	6033.00604088756	569.269462421623	523.964289132739	3673.72973578402
ENSMUSG00000001670	Tat						3.81240567386906			
ENSMUSG00000001687	Ubl3	6.31753329736101		3.35731050286729	5.8073264397168	10.4735325373879	2.46815485979955	1.23002304045787		7.51488574563823
ENSMUSG00000001707	Eef1e1	46.0467769712905	23.597927897898	14.332134054367	19.5129024649505	30.9806797774131	46.3017167729204	144.630317815908	112.84765089546	107.28902661094
ENSMUSG00000001729	Akt1	13.5679363438909	4.57394329656143	8.15317644944643	3.71185922002019	16.4074618271818	0.872513877510807	17.4112029373683	11.3882382005082	7.76006591647999
ENSMUSG00000001755	Coasy	40.124147415582	340.716763396802	29.7548612779117	262.387809851725	35.6925816711534	68.41310711563	69.348106509642	26.5049161927225	47.9684788411447
ENSMUSG00000001767	Crnkl1	0.163974929986504	0.201378464403955		0.994221730105328	1.17265315923474	0.339380562771414	0.432910927049495	3.99455776271362	11.1959935884152
ENSMUSG00000001773	Folh1	11.8508185258935	1.12734883153968	1.92535233046792	71.2337679392939	3.92708607097947	0.539628391814734	1.20035251647475	0.416061041982658	1.78606943897919
ENSMUSG00000001774	Chordc1	67.5394733377195	5.10178884892015	6.02044794462525	35.335584157007	29.516893024463	68.3696361273305	73.9560287948995	86.9917651442519	211.167097604382
ENSMUSG00000001783	Rtcb	97.7715692613203	6.81114664990547	23.6573478630876	216.665771074165	107.597948604792	58.1820821634869	336.890817692601	161.63181491706	286.225147590082
ENSMUSG00000001785	Pwp1	2.13778018005798			0.185867769279512	4.92268959173085	0.992186951182463	9.35295835558862	15.1848339335666	5.04202805495623
ENSMUSG00000001786	Fbxo7	3.85156234936937	1.03871386817626	3.59492903598041	11.9217024441537	5.26187436110794	0.295270295232182	1.42890546182353	12.1339261588494	24.0736280245251
ENSMUSG00000001827	Folr1	1.57312898305411			142.567072735368			0.122444857837619	0.781283947711143	21.7393084813025
ENSMUSG00000001829	Clpb	15.8873240635169	16.536000748831	19.0363387977551	12.3938533604464	1.7698649238268	2.69724696813809	7.86898260303885	4.26439333052218	9.17382472566244
ENSMUSG00000001847	Rac1	2312.90173607001	570.547180308713	198.382283683469	448.608285819393	1816.05178603985	468.821823225671	737.896940392366	1993.22050484901	587.297316636692
ENSMUSG00000001855	Nup214	0.981125466825501	0.199560090337871	0.561089167686394	0.232959521760158	2.60570880985296	1.22363160712309	1.57658375164861	1.49072533724226	3.72747640749401
ENSMUSG00000001864	Aif1l				4.43869465898766	0.440910130618468				
ENSMUSG00000001891	Ugp2	128.511425040448	63.6861817458106	166.47017306931	400.938786800479	128.772941033458	264.994030440037	57.4349415770249	98.519413224799	147.204585442654
ENSMUSG00000001924	Uba1	786.823930869295	672.927672749881	714.34436410456	153.414426279708	586.446857904384	576.195164325518	486.641548662566	513.214238383076	880.60544693998
ENSMUSG00000001942	Siae	0.973212566887179	1.38265372114991	0.558637084543703	5.61258041558143	0.529855923864695	6.85358487296522		1.39821913684313	1.59679261727612
ENSMUSG00000001946	Esam	1.6930084905506	1.29057160315885	15.0797274982278	7.89673489421808	225.476683792033	1.48269312621872	1.60157892033742	7.41350762073343	2.22710997314848
ENSMUSG00000001948	Spa17				0.159903796572842	1.3194528085343	0.163647814012072	0.778716388538842		464.054552520285
ENSMUSG00000001962	Fam50a			0.292644446493736	3.71597052497416	4.00947669758348	3.85152956333864	6.61068265411828	75.2596492396478	8.71070662518356
ENSMUSG00000001964	Emd	29.046087501932	4.88117095275063	20.3490790230742	5.77032469513108	71.3129963700988	37.328793364505	1.05186503054104	131.423242911305	72.1522109238719
ENSMUSG00000001983	Taco1	66.6573795741033	81.7406541081209	386.962073089373	156.138706772891	16.0442214004021	40.0725798612932		5.70341309225669	6.0125896525407
ENSMUSG00000001985	Grik3	1.37925366887444	1.46637648916893	2.07212702143754	0.12175954197886	1.60941368895126	0.592918709236044	0.440998392601864	1.98454611231326	9.53648706169921
ENSMUSG00000001986	Gria3	3.82876875001543	0.838089468847102		0.257302774777079	0.167301083320946	0.161338737398279		0.292007934729407	
ENSMUSG00000001998	Ap4e1	0.922399518571307	1.2654935532427	1.42296720087618	0.0524364489208053	1.4081580452065	2.60774787458023	0.724635115278698	0.841416075967907	0.832931524831861
ENSMUSG00000001999	Blvra	161.61217883396	40.7453676988082	94.3672520878105	384.947974374252	236.764801028218	92.35027896692	22.6696289832861	500.667349179578	201.484751042899
ENSMUSG00000002010	Idh3g	1230.07604708641	2559.33995329781	922.129218981609	1195.67567284981	180.495611406289	174.134550660095	189.145094858465	242.848913030369	141.551820392692
ENSMUSG00000002012	Pnck	15.2754178434622								
ENSMUSG00000002014	Ssr4	76.5123683029074	185.125130334591	50.8165039856654	205.277456351671	411.622367730765	1498.26596849779	7132.16459079133	396.76051859061	202.931995106896
ENSMUSG00000002015	Bcap31	61.4630333148258	67.9261819378186	120.654167206774	339.983281246108	211.343985067988	233.682133279579		73.627004644526	24.1655705885908
ENSMUSG00000002017	Fam98a	1.85591786609576	3.40070421904118	2.37548473594756	8.40934970663664	7.95340172874479	3.65565440429486	73.722261030184	19.5040618169041	6.01372474592423
ENSMUSG00000002031	Ift46				0.80951594543649		0.518276465208787			8.18742857537777
ENSMUSG00000002033	Cd3g								8.59663280266327	
ENSMUSG00000002043	Trappc6a									0.616128688578269
ENSMUSG00000002052	Supt6	0.806281881537298	0.762898408531514	0.267583572946118	3.72895359324986	4.01278435047634	0.224721995455957	0.835764714197299	3.846473490139	6.22939248879429
ENSMUSG00000002055	Spag5				0.0363352804142352				0.12033241245488	0.255588977168697
ENSMUSG00000002058	Unc119	10.6049537416937	2.05282367019768		7.74375107303619	7.09521615090594	0.220855634614258		5.30346163641185	26.2212247061575
ENSMUSG00000002102	Psmc3	118.169060975865	10.8537972394805	54.7077264013876	117.979305265921	152.485805318101	60.514172829909	124.751066747217	369.157362342915	608.864090923699
ENSMUSG00000002103	Acp2	2.73059907707649	2.6713724786964		1.94631340365604	4.19169830240841	0.824107653480797	1.78661509717762	4.48373154178333	4.4051839121286
ENSMUSG00000002109	Ddb2									9.7300204835905
ENSMUSG00000002129	Sf3a1	4.73254423009022	8.13054508363803	3.60894093965293	2.54792714910445	9.40245439153576	6.87583179050675	4.56431560607024	27.1362880494318	139.718644578296
ENSMUSG00000002147	Stat6	0.227528303144521	5.795097823406	6.66032487900357	3.09213409432719	18.6338129197953	3.36900159321382	1.55851170522253	23.8313444933105	2.9095281153247
ENSMUSG00000002190	Clgn	3.54987145710738	0.443648800578394	0.185838710749967	0.305513234974147	2.19901785188974	0.287471088507854	0.0396933168952991	0.69128712515272	2542.72268843806
ENSMUSG00000002204	Napsa				88.8820854153839	101.352498551634			2.09923397362523	
ENSMUSG00000002210	Smg9	5.43766329953548				2.62354006590266	0.391648033409206	0.659315007176461	5.72943626986394	24.6264185023026
ENSMUSG00000002222	Rmnd5a	1.14055094263201		0.174865638686427	0.441554152056267	0.536892203654965	1.32182489834086		4.27647552012555	5.52251308420306
ENSMUSG00000002227	Mov10	15.994250135283	0.838477273742712	0.898484131534235	0.913250660959265	3.32719811450136	37.2392942709471	0.807218073698387	4.02398873738849	14.7891316939688
ENSMUSG00000002233	Rhoc	14.2778735725492	19.5501065763814	13.3186063553882	15.6826809391503	46.3732935579214	8.13393333423442	14.8357115449546		16.903810667479
ENSMUSG00000002280	Narfl		0.443993516041159	1.48552451248077	5.0525774039566	0.367660653827458	4.03282915571728	3.91767800459566	5.60892417356368	3.64535240119586
ENSMUSG00000002319	Ipo4	13.4634193517313	3.02306842958226	12.3106250349465	2.47716942700194	8.73340642002509	16.1988245105813	31.6170901777721	17.6399968209177	159.718989996036
ENSMUSG00000002320	Tm9sf1				0.832863829885609	0.471551024235069			0.795596695395133	0.675323808529184
ENSMUSG00000002326	Gmpr2	19.5302230561989	0.155518381026373	1.6062604157923	5.74500771199348	9.05875918639567			22.978465827206	8.3418012755374
ENSMUSG00000002329	Mdp1	130.544317600715	59.2824417089894	82.8687336365504	34.5219785450637	97.7291151553627	45.253298819814	96.2763547912934	162.967051768099	72.7594858840587
ENSMUSG00000002332	Dhrs1	141.151680422015	41.2913108129621	21.710860911247	261.587187308057	96.7729027736081	392.773164871076	76.0509476094654	52.789874574717	51.4991868106044
ENSMUSG00000002343	Armc6	39.3254448691144	0.413869693538793	1.76955747650911	5.78352414787803	32.607443609266	13.9089262739795	10.9740478932119	36.3488027221335	38.5943101332898
ENSMUSG00000002345	Borcs8	1.45150752568829			0.0431254251224219					2.70680043702684
ENSMUSG00000002346	Slc25a42	15.6417832574683	422.728880931851	98.445299885833	149.277155189188	9.58557808351328	70.3335019516859	1.03392785013306	1.67000644297224	2.40514937035463
ENSMUSG00000002365	Snx9	4.58762882606756	12.4519843037242	14.6266759461498	29.627361805128	26.2753931894585	2.82842706812433	23.125925677875	26.6548592636976	27.0719771971108
ENSMUSG00000002372	Ranbp3	21.9077993140131	4.65408964165427	18.6778675954665	2.61825210226445	21.2179919162729	2.02986501306191	39.6591508373791	71.9416940947228	110.302699544203
ENSMUSG00000002395	Use1	8.015749106138		2.76028664055408	0.627536605105548	3.99714817316463	6.32375023910268	0.15173326143611	1.64568716389879	5.24589082663762
ENSMUSG00000002413	Braf	18.6073602530879	0.427434246998591	0.208365765050138	0.456679426597448	4.52577124458744	0.531471188716175	0.114128120054472	2.11878233680402	8.69538286450595
ENSMUSG00000002416	Ndufb2	12.1417612168342	274.130662820482	310.217709016352	54.3233215102058	13.9976863468733	81.930027359826	14.0773149698102		42.5211656936003
ENSMUSG00000002455	Prpf6	11.7021968455532					0.208108406574659	0.0312826224528714	0.23464851408675	2.94085669271004
ENSMUSG00000002458	Rgs19					1.67322132021173	4.03206202062964		2.91028967571801	0.320391458434234
ENSMUSG00000002475	Abhd3	26.2830585070755	2.27805213568168	0.104657243847316	2.88938184475514		29.1434619793988	2.23949518597454		5.62376341401364
ENSMUSG00000002477	Snrpd1	38.4563230726103	15.1364559700057	5.88149656653944	15.1125078573761	10.3637786004884	28.1615290672211	94.6624581079691	175.105005323483	187.273381881145
